2017-06-24 16:31:18 | WARNING  | tm_inventory                             | no instance found for host "cluster-128-slurm-frontend-001"
skipping: [cluster-128-slurm-frontend-001]
skipping: [cluster-128-ganglia-server-001]
changed: [cluster-128-postgresql-worker-002 -> localhost]
changed: [cluster-128-postgresql-worker-007 -> localhost]
changed: [cluster-128-glusterfs-server-005 -> localhost]
changed: [cluster-128-postgresql-master-001 -> localhost]
changed: [cluster-128-postgresql-worker-006 -> localhost]
changed: [cluster-128-glusterfs-server-001 -> localhost]
changed: [cluster-128-postgresql-worker-005 -> localhost]
changed: [cluster-128-postgresql-worker-001 -> localhost]
changed: [cluster-128-postgresql-worker-008 -> localhost]
changed: [cluster-128-glusterfs-server-006 -> localhost]
changed: [cluster-128-glusterfs-server-003 -> localhost]
changed: [cluster-128-glusterfs-server-002 -> localhost]
changed: [cluster-128-postgresql-worker-003 -> localhost]
changed: [cluster-128-glusterfs-server-007 -> localhost]
changed: [cluster-128-glusterfs-server-008 -> localhost]
changed: [cluster-128-postgresql-worker-004 -> localhost]
changed: [cluster-128-glusterfs-server-004 -> localhost]

TASK [cloud-instance : Attach storage volume to instance] ************************************************************************************************************************
skipping: [cluster-128-slurm-worker-002]
skipping: [cluster-128-slurm-worker-003]
skipping: [cluster-128-slurm-worker-001]
skipping: [cluster-128-slurm-worker-004]
skipping: [cluster-128-slurm-worker-005]
skipping: [cluster-128-slurm-worker-006]
skipping: [cluster-128-slurm-worker-007]
skipping: [cluster-128-slurm-worker-009]
skipping: [cluster-128-slurm-worker-008]
skipping: [cluster-128-slurm-worker-010]
skipping: [cluster-128-slurm-worker-012]
skipping: [cluster-128-slurm-worker-011]
skipping: [cluster-128-slurm-worker-013]
skipping: [cluster-128-slurm-worker-014]
skipping: [cluster-128-slurm-worker-015]
skipping: [cluster-128-slurm-worker-016]
skipping: [cluster-128-slurm-worker-017]
skipping: [cluster-128-slurm-worker-018]
skipping: [cluster-128-slurm-worker-019]
skipping: [cluster-128-slurm-worker-020]
skipping: [cluster-128-slurm-worker-021]
skipping: [cluster-128-slurm-worker-028]
skipping: [cluster-128-slurm-worker-029]
skipping: [cluster-128-slurm-worker-027]
skipping: [cluster-128-slurm-worker-026]
skipping: [cluster-128-slurm-worker-030]
skipping: [cluster-128-slurm-worker-031]
skipping: [cluster-128-slurm-worker-025]
skipping: [cluster-128-slurm-worker-022]
skipping: [cluster-128-slurm-worker-032]
skipping: [cluster-128-slurm-worker-024]
skipping: [cluster-128-slurm-frontend-001]
skipping: [cluster-128-slurm-worker-023]
skipping: [cluster-128-ganglia-server-001]
changed: [cluster-128-glusterfs-server-008 -> localhost]
changed: [cluster-128-postgresql-worker-006 -> localhost]
changed: [cluster-128-postgresql-worker-003 -> localhost]
changed: [cluster-128-postgresql-worker-008 -> localhost]
changed: [cluster-128-postgresql-worker-002 -> localhost]
changed: [cluster-128-postgresql-worker-005 -> localhost]
changed: [cluster-128-glusterfs-server-002 -> localhost]
changed: [cluster-128-postgresql-worker-007 -> localhost]
changed: [cluster-128-postgresql-worker-001 -> localhost]
changed: [cluster-128-postgresql-master-001 -> localhost]
changed: [cluster-128-glusterfs-server-003 -> localhost]
changed: [cluster-128-glusterfs-server-007 -> localhost]
changed: [cluster-128-glusterfs-server-005 -> localhost]
changed: [cluster-128-glusterfs-server-001 -> localhost]
changed: [cluster-128-postgresql-worker-004 -> localhost]
changed: [cluster-128-glusterfs-server-004 -> localhost]
changed: [cluster-128-glusterfs-server-006 -> localhost]

TASK [cloud-instance : Refresh dynamic inventory] ********************************************************************************************************************************
changed: [cluster-128-slurm-worker-001]

TASK [cloud-instance : pause] ****************************************************************************************************************************************************
Pausing for 60 seconds
(ctrl+C then 'C' = continue early, ctrl+C then 'A' = abort)
ok: [cluster-128-slurm-worker-001]

TASK [cloud-instance : Make sure Python is installed] ****************************************************************************************************************************
skipping: [cluster-128-slurm-worker-001]
skipping: [cluster-128-slurm-worker-002]
skipping: [cluster-128-slurm-worker-003]
skipping: [cluster-128-slurm-worker-004]
skipping: [cluster-128-slurm-worker-005]
skipping: [cluster-128-slurm-worker-006]
skipping: [cluster-128-slurm-worker-007]
skipping: [cluster-128-slurm-worker-008]
skipping: [cluster-128-slurm-worker-009]
skipping: [cluster-128-slurm-worker-010]
skipping: [cluster-128-slurm-worker-011]
skipping: [cluster-128-slurm-worker-012]
skipping: [cluster-128-slurm-worker-013]
skipping: [cluster-128-slurm-worker-014]
skipping: [cluster-128-slurm-worker-015]
skipping: [cluster-128-slurm-worker-016]
skipping: [cluster-128-slurm-worker-017]
skipping: [cluster-128-slurm-worker-018]
skipping: [cluster-128-slurm-worker-019]
skipping: [cluster-128-slurm-worker-020]
skipping: [cluster-128-slurm-worker-021]
skipping: [cluster-128-slurm-worker-022]
skipping: [cluster-128-slurm-worker-023]
skipping: [cluster-128-slurm-worker-024]
skipping: [cluster-128-slurm-worker-025]
skipping: [cluster-128-slurm-worker-026]
skipping: [cluster-128-slurm-worker-027]
skipping: [cluster-128-slurm-worker-028]
skipping: [cluster-128-slurm-worker-029]
skipping: [cluster-128-slurm-worker-030]
skipping: [cluster-128-slurm-worker-031]
skipping: [cluster-128-slurm-worker-032]
skipping: [cluster-128-slurm-frontend-001]
skipping: [cluster-128-ganglia-server-001]
skipping: [cluster-128-postgresql-master-001]
skipping: [cluster-128-postgresql-worker-001]
skipping: [cluster-128-postgresql-worker-002]
skipping: [cluster-128-postgresql-worker-003]
skipping: [cluster-128-postgresql-worker-004]
skipping: [cluster-128-postgresql-worker-005]
skipping: [cluster-128-postgresql-worker-006]
skipping: [cluster-128-postgresql-worker-007]
skipping: [cluster-128-postgresql-worker-008]
skipping: [cluster-128-glusterfs-server-001]
skipping: [cluster-128-glusterfs-server-002]
skipping: [cluster-128-glusterfs-server-003]
skipping: [cluster-128-glusterfs-server-004]
skipping: [cluster-128-glusterfs-server-005]
skipping: [cluster-128-glusterfs-server-006]
skipping: [cluster-128-glusterfs-server-007]
skipping: [cluster-128-glusterfs-server-008]

TASK [cloud-instance : Check if the volume has already been formatted and mounted] ***********************************************************************************************
skipping: [cluster-128-slurm-worker-001]
skipping: [cluster-128-slurm-worker-002]
skipping: [cluster-128-slurm-worker-003]
skipping: [cluster-128-slurm-worker-004]
skipping: [cluster-128-slurm-worker-005]
skipping: [cluster-128-slurm-worker-006]
skipping: [cluster-128-slurm-worker-007]
skipping: [cluster-128-slurm-worker-008]
skipping: [cluster-128-slurm-worker-009]
skipping: [cluster-128-slurm-worker-010]
skipping: [cluster-128-slurm-worker-011]
skipping: [cluster-128-slurm-worker-012]
skipping: [cluster-128-slurm-worker-013]
skipping: [cluster-128-slurm-worker-014]
skipping: [cluster-128-slurm-worker-015]
skipping: [cluster-128-slurm-worker-016]
skipping: [cluster-128-slurm-worker-017]
skipping: [cluster-128-slurm-worker-018]
skipping: [cluster-128-slurm-worker-019]
skipping: [cluster-128-slurm-worker-020]
skipping: [cluster-128-slurm-worker-021]
skipping: [cluster-128-slurm-worker-022]
skipping: [cluster-128-slurm-worker-023]
skipping: [cluster-128-slurm-worker-024]
skipping: [cluster-128-slurm-worker-025]
skipping: [cluster-128-slurm-worker-026]
skipping: [cluster-128-slurm-worker-027]
skipping: [cluster-128-slurm-worker-028]
skipping: [cluster-128-slurm-worker-029]
skipping: [cluster-128-slurm-worker-030]
skipping: [cluster-128-slurm-worker-031]
skipping: [cluster-128-slurm-worker-032]
skipping: [cluster-128-slurm-frontend-001]
skipping: [cluster-128-ganglia-server-001]
ok: [cluster-128-postgresql-worker-005 -> 10.65.8.43]
ok: [cluster-128-postgresql-worker-002 -> 10.65.8.41]
ok: [cluster-128-postgresql-worker-003 -> 10.65.8.42]
ok: [cluster-128-postgresql-worker-006 -> 10.65.8.45]
ok: [cluster-128-postgresql-worker-004 -> 10.65.8.40]
ok: [cluster-128-postgresql-worker-001 -> 10.65.8.37]
ok: [cluster-128-postgresql-worker-008 -> 10.65.8.46]
ok: [cluster-128-postgresql-master-001 -> 10.65.8.34]
ok: [cluster-128-glusterfs-server-004 -> 10.65.8.51]
ok: [cluster-128-glusterfs-server-007 -> 10.65.8.53]
ok: [cluster-128-glusterfs-server-002 -> 10.65.8.50]
ok: [cluster-128-glusterfs-server-006 -> 10.65.8.52]
ok: [cluster-128-glusterfs-server-008 -> 10.65.8.54]
ok: [cluster-128-postgresql-worker-007 -> 10.65.8.44]
ok: [cluster-128-glusterfs-server-003 -> 10.65.8.48]
ok: [cluster-128-glusterfs-server-001 -> 10.65.8.47]
ok: [cluster-128-glusterfs-server-005 -> 10.65.8.49]

TASK [cloud-instance : debug] ****************************************************************************************************************************************************
skipping: [cluster-128-slurm-worker-001]
skipping: [cluster-128-slurm-worker-002]
skipping: [cluster-128-slurm-worker-003]
skipping: [cluster-128-slurm-worker-004]
skipping: [cluster-128-slurm-worker-006]
skipping: [cluster-128-slurm-worker-005]
skipping: [cluster-128-slurm-worker-007]
skipping: [cluster-128-slurm-worker-008]
skipping: [cluster-128-slurm-worker-009]
skipping: [cluster-128-slurm-worker-010]
skipping: [cluster-128-slurm-worker-011]
skipping: [cluster-128-slurm-worker-012]
skipping: [cluster-128-slurm-worker-013]
skipping: [cluster-128-slurm-worker-014]
skipping: [cluster-128-slurm-worker-015]
skipping: [cluster-128-slurm-worker-016]
skipping: [cluster-128-slurm-worker-017]
skipping: [cluster-128-slurm-worker-018]
skipping: [cluster-128-slurm-worker-019]
skipping: [cluster-128-slurm-worker-020]
skipping: [cluster-128-slurm-worker-021]
skipping: [cluster-128-slurm-worker-022]
skipping: [cluster-128-slurm-worker-023]
skipping: [cluster-128-slurm-worker-024]
skipping: [cluster-128-slurm-worker-025]
skipping: [cluster-128-slurm-worker-026]
skipping: [cluster-128-slurm-worker-027]
skipping: [cluster-128-slurm-worker-028]
skipping: [cluster-128-slurm-worker-029]
skipping: [cluster-128-slurm-worker-031]
skipping: [cluster-128-slurm-worker-030]
skipping: [cluster-128-slurm-worker-032]
skipping: [cluster-128-slurm-frontend-001]
skipping: [cluster-128-ganglia-server-001]
ok: [cluster-128-postgresql-master-001 -> 10.65.8.34] => {
    "msg": "Mountpoint /storage is not mounted!"
}
ok: [cluster-128-postgresql-worker-001 -> 10.65.8.37] => {
    "msg": "Mountpoint /storage is not mounted!"
}
ok: [cluster-128-postgresql-worker-003 -> 10.65.8.42] => {
    "msg": "Mountpoint /storage is not mounted!"
}
ok: [cluster-128-postgresql-worker-002 -> 10.65.8.41] => {
    "msg": "Mountpoint /storage is not mounted!"
}
ok: [cluster-128-postgresql-worker-005 -> 10.65.8.43] => {
    "msg": "Mountpoint /storage is not mounted!"
}
ok: [cluster-128-postgresql-worker-004 -> 10.65.8.40] => {
    "msg": "Mountpoint /storage is not mounted!"
}
ok: [cluster-128-postgresql-worker-006 -> 10.65.8.45] => {
    "msg": "Mountpoint /storage is not mounted!"
}
ok: [cluster-128-postgresql-worker-007 -> 10.65.8.44] => {
    "msg": "Mountpoint /storage is not mounted!"
}
ok: [cluster-128-glusterfs-server-006 -> 10.65.8.52] => {
    "msg": "Mountpoint /srv/glusterfs is not mounted!"
}
ok: [cluster-128-glusterfs-server-005 -> 10.65.8.49] => {
    "msg": "Mountpoint /srv/glusterfs is not mounted!"
}
ok: [cluster-128-glusterfs-server-004 -> 10.65.8.51] => {
    "msg": "Mountpoint /srv/glusterfs is not mounted!"
}
ok: [cluster-128-glusterfs-server-003 -> 10.65.8.48] => {
    "msg": "Mountpoint /srv/glusterfs is not mounted!"
}
ok: [cluster-128-glusterfs-server-002 -> 10.65.8.50] => {
    "msg": "Mountpoint /srv/glusterfs is not mounted!"
}
ok: [cluster-128-glusterfs-server-001 -> 10.65.8.47] => {
    "msg": "Mountpoint /srv/glusterfs is not mounted!"
}
ok: [cluster-128-postgresql-worker-008 -> 10.65.8.46] => {
    "msg": "Mountpoint /storage is not mounted!"
}
ok: [cluster-128-glusterfs-server-007 -> 10.65.8.53] => {
    "msg": "Mountpoint /srv/glusterfs is not mounted!"
}
ok: [cluster-128-glusterfs-server-008 -> 10.65.8.54] => {
    "msg": "Mountpoint /srv/glusterfs is not mounted!"
}

TASK [cloud-instance : Determine if device exists] *******************************************************************************************************************************
skipping: [cluster-128-slurm-worker-001]
skipping: [cluster-128-slurm-worker-002]
skipping: [cluster-128-slurm-worker-003]
skipping: [cluster-128-slurm-worker-004]
skipping: [cluster-128-slurm-worker-005]
skipping: [cluster-128-slurm-worker-006]
skipping: [cluster-128-slurm-worker-007]
skipping: [cluster-128-slurm-worker-008]
skipping: [cluster-128-slurm-worker-009]
skipping: [cluster-128-slurm-worker-010]
skipping: [cluster-128-slurm-worker-011]
skipping: [cluster-128-slurm-worker-012]
skipping: [cluster-128-slurm-worker-013]
skipping: [cluster-128-slurm-worker-014]
skipping: [cluster-128-slurm-worker-015]
skipping: [cluster-128-slurm-worker-016]
skipping: [cluster-128-slurm-worker-017]
skipping: [cluster-128-slurm-worker-018]
skipping: [cluster-128-slurm-worker-019]
skipping: [cluster-128-slurm-worker-020]
skipping: [cluster-128-slurm-worker-021]
skipping: [cluster-128-slurm-worker-022]
skipping: [cluster-128-slurm-worker-023]
skipping: [cluster-128-slurm-worker-024]
skipping: [cluster-128-slurm-worker-025]
skipping: [cluster-128-slurm-worker-026]
skipping: [cluster-128-slurm-worker-027]
skipping: [cluster-128-slurm-worker-028]
skipping: [cluster-128-slurm-worker-029]
skipping: [cluster-128-slurm-worker-031]
skipping: [cluster-128-slurm-worker-030]
skipping: [cluster-128-slurm-worker-032]
skipping: [cluster-128-slurm-frontend-001]
skipping: [cluster-128-ganglia-server-001]
ok: [cluster-128-postgresql-worker-001 -> 10.65.8.37]
ok: [cluster-128-postgresql-worker-006 -> 10.65.8.45]
ok: [cluster-128-postgresql-worker-005 -> 10.65.8.43]
ok: [cluster-128-postgresql-worker-002 -> 10.65.8.41]
ok: [cluster-128-postgresql-worker-004 -> 10.65.8.40]
ok: [cluster-128-postgresql-worker-003 -> 10.65.8.42]
ok: [cluster-128-postgresql-master-001 -> 10.65.8.34]
ok: [cluster-128-postgresql-worker-007 -> 10.65.8.44]
ok: [cluster-128-postgresql-worker-008 -> 10.65.8.46]
ok: [cluster-128-glusterfs-server-004 -> 10.65.8.51]
ok: [cluster-128-glusterfs-server-001 -> 10.65.8.47]
ok: [cluster-128-glusterfs-server-002 -> 10.65.8.50]
ok: [cluster-128-glusterfs-server-003 -> 10.65.8.48]
ok: [cluster-128-glusterfs-server-006 -> 10.65.8.52]
ok: [cluster-128-glusterfs-server-007 -> 10.65.8.53]
ok: [cluster-128-glusterfs-server-008 -> 10.65.8.54]
ok: [cluster-128-glusterfs-server-005 -> 10.65.8.49]

TASK [cloud-instance : debug] ****************************************************************************************************************************************************
skipping: [cluster-128-slurm-worker-001]
skipping: [cluster-128-slurm-worker-002]
skipping: [cluster-128-slurm-worker-004]
skipping: [cluster-128-slurm-worker-003]
skipping: [cluster-128-slurm-worker-005]
skipping: [cluster-128-slurm-worker-006]
skipping: [cluster-128-slurm-worker-007]
skipping: [cluster-128-slurm-worker-008]
skipping: [cluster-128-slurm-worker-009]
skipping: [cluster-128-slurm-worker-011]
skipping: [cluster-128-slurm-worker-010]
skipping: [cluster-128-slurm-worker-013]
skipping: [cluster-128-slurm-worker-012]
skipping: [cluster-128-slurm-worker-014]
skipping: [cluster-128-slurm-worker-015]
skipping: [cluster-128-slurm-worker-016]
skipping: [cluster-128-slurm-worker-017]
skipping: [cluster-128-slurm-worker-018]
skipping: [cluster-128-slurm-worker-019]
skipping: [cluster-128-slurm-worker-020]
skipping: [cluster-128-slurm-worker-021]
skipping: [cluster-128-slurm-worker-022]
skipping: [cluster-128-slurm-worker-023]
skipping: [cluster-128-slurm-worker-024]
skipping: [cluster-128-slurm-worker-025]
skipping: [cluster-128-slurm-worker-026]
skipping: [cluster-128-slurm-worker-027]
skipping: [cluster-128-slurm-worker-028]
skipping: [cluster-128-slurm-worker-029]
skipping: [cluster-128-slurm-worker-030]
skipping: [cluster-128-slurm-worker-031]
skipping: [cluster-128-slurm-worker-032]
skipping: [cluster-128-slurm-frontend-001]
skipping: [cluster-128-ganglia-server-001]
ok: [cluster-128-postgresql-worker-001 -> 10.65.8.37] => {
    "msg": "Device /dev/vdb does  exist!"
}
ok: [cluster-128-postgresql-master-001 -> 10.65.8.34] => {
    "msg": "Device /dev/vdb does  exist!"
}
ok: [cluster-128-postgresql-worker-003 -> 10.65.8.42] => {
    "msg": "Device /dev/vdb does  exist!"
}
ok: [cluster-128-postgresql-worker-002 -> 10.65.8.41] => {
    "msg": "Device /dev/vdb does  exist!"
}
ok: [cluster-128-postgresql-worker-005 -> 10.65.8.43] => {
    "msg": "Device /dev/vdb does  exist!"
}
ok: [cluster-128-postgresql-worker-004 -> 10.65.8.40] => {
    "msg": "Device /dev/vdb does  exist!"
}
ok: [cluster-128-postgresql-worker-006 -> 10.65.8.45] => {
    "msg": "Device /dev/vdb does  exist!"
}
ok: [cluster-128-postgresql-worker-007 -> 10.65.8.44] => {
    "msg": "Device /dev/vdb does  exist!"
}
ok: [cluster-128-postgresql-worker-008 -> 10.65.8.46] => {
    "msg": "Device /dev/vdb does  exist!"
}
ok: [cluster-128-glusterfs-server-001 -> 10.65.8.47] => {
    "msg": "Device /dev/vdb does  exist!"
}
ok: [cluster-128-glusterfs-server-002 -> 10.65.8.50] => {
    "msg": "Device /dev/vdb does  exist!"
}
ok: [cluster-128-glusterfs-server-003 -> 10.65.8.48] => {
    "msg": "Device /dev/vdb does  exist!"
}
ok: [cluster-128-glusterfs-server-004 -> 10.65.8.51] => {
    "msg": "Device /dev/vdb does  exist!"
}
ok: [cluster-128-glusterfs-server-005 -> 10.65.8.49] => {
    "msg": "Device /dev/vdb does  exist!"
}
ok: [cluster-128-glusterfs-server-006 -> 10.65.8.52] => {
    "msg": "Device /dev/vdb does  exist!"
}
ok: [cluster-128-glusterfs-server-007 -> 10.65.8.53] => {
    "msg": "Device /dev/vdb does  exist!"
}
ok: [cluster-128-glusterfs-server-008 -> 10.65.8.54] => {
    "msg": "Device /dev/vdb does  exist!"
}

TASK [cloud-instance : Set default volume device name] ***************************************************************************************************************************
skipping: [cluster-128-slurm-worker-001]
skipping: [cluster-128-slurm-worker-002]
skipping: [cluster-128-slurm-worker-004]
skipping: [cluster-128-slurm-worker-003]
skipping: [cluster-128-slurm-worker-005]
skipping: [cluster-128-slurm-worker-006]
skipping: [cluster-128-slurm-worker-007]
skipping: [cluster-128-slurm-worker-008]
skipping: [cluster-128-slurm-worker-009]
skipping: [cluster-128-slurm-worker-010]
skipping: [cluster-128-slurm-worker-011]
skipping: [cluster-128-slurm-worker-012]
skipping: [cluster-128-slurm-worker-013]
skipping: [cluster-128-slurm-worker-014]
skipping: [cluster-128-slurm-worker-015]
skipping: [cluster-128-slurm-worker-016]
skipping: [cluster-128-slurm-worker-017]
skipping: [cluster-128-slurm-worker-018]
skipping: [cluster-128-slurm-worker-019]
skipping: [cluster-128-slurm-worker-020]
skipping: [cluster-128-slurm-worker-021]
skipping: [cluster-128-slurm-worker-022]
skipping: [cluster-128-slurm-worker-023]
skipping: [cluster-128-slurm-worker-024]
skipping: [cluster-128-slurm-worker-025]
skipping: [cluster-128-slurm-worker-026]
skipping: [cluster-128-slurm-worker-027]
skipping: [cluster-128-slurm-worker-028]
skipping: [cluster-128-slurm-worker-029]
skipping: [cluster-128-slurm-worker-030]
skipping: [cluster-128-slurm-worker-031]
skipping: [cluster-128-slurm-worker-032]
skipping: [cluster-128-slurm-frontend-001]
skipping: [cluster-128-ganglia-server-001]
ok: [cluster-128-postgresql-master-001 -> 10.65.8.34]
ok: [cluster-128-postgresql-worker-001 -> 10.65.8.37]
ok: [cluster-128-postgresql-worker-003 -> 10.65.8.42]
ok: [cluster-128-postgresql-worker-002 -> 10.65.8.41]
ok: [cluster-128-postgresql-worker-004 -> 10.65.8.40]
ok: [cluster-128-postgresql-worker-008 -> 10.65.8.46]
ok: [cluster-128-postgresql-worker-007 -> 10.65.8.44]
ok: [cluster-128-glusterfs-server-001 -> 10.65.8.47]
ok: [cluster-128-postgresql-worker-006 -> 10.65.8.45]
ok: [cluster-128-glusterfs-server-002 -> 10.65.8.50]
ok: [cluster-128-postgresql-worker-005 -> 10.65.8.43]
ok: [cluster-128-glusterfs-server-003 -> 10.65.8.48]
ok: [cluster-128-glusterfs-server-005 -> 10.65.8.49]
ok: [cluster-128-glusterfs-server-004 -> 10.65.8.51]
ok: [cluster-128-glusterfs-server-006 -> 10.65.8.52]
ok: [cluster-128-glusterfs-server-007 -> 10.65.8.53]
ok: [cluster-128-glusterfs-server-008 -> 10.65.8.54]

TASK [cloud-instance : Determine device name] ************************************************************************************************************************************
skipping: [cluster-128-slurm-worker-001]
skipping: [cluster-128-slurm-worker-002]
skipping: [cluster-128-slurm-worker-003]
skipping: [cluster-128-slurm-worker-004]
skipping: [cluster-128-slurm-worker-005]
skipping: [cluster-128-slurm-worker-006]
skipping: [cluster-128-slurm-worker-007]
skipping: [cluster-128-slurm-worker-008]
skipping: [cluster-128-slurm-worker-009]
skipping: [cluster-128-slurm-worker-010]
skipping: [cluster-128-slurm-worker-011]
skipping: [cluster-128-slurm-worker-012]
skipping: [cluster-128-slurm-worker-014]
skipping: [cluster-128-slurm-worker-013]
skipping: [cluster-128-slurm-worker-015]
skipping: [cluster-128-slurm-worker-016]
skipping: [cluster-128-slurm-worker-017]
skipping: [cluster-128-slurm-worker-018]
skipping: [cluster-128-slurm-worker-019]
skipping: [cluster-128-slurm-worker-020]
skipping: [cluster-128-slurm-worker-021]
skipping: [cluster-128-slurm-worker-023]
skipping: [cluster-128-slurm-worker-022]
skipping: [cluster-128-slurm-worker-024]
skipping: [cluster-128-slurm-worker-025]
skipping: [cluster-128-slurm-worker-026]
skipping: [cluster-128-slurm-worker-027]
skipping: [cluster-128-slurm-worker-028]
skipping: [cluster-128-slurm-worker-030]
skipping: [cluster-128-slurm-worker-029]
skipping: [cluster-128-slurm-worker-031]
skipping: [cluster-128-slurm-worker-032]
skipping: [cluster-128-slurm-frontend-001]
skipping: [cluster-128-ganglia-server-001]
skipping: [cluster-128-postgresql-master-001]
skipping: [cluster-128-postgresql-worker-001]
skipping: [cluster-128-postgresql-worker-002]
skipping: [cluster-128-postgresql-worker-003]
skipping: [cluster-128-postgresql-worker-004]
skipping: [cluster-128-postgresql-worker-005]
skipping: [cluster-128-postgresql-worker-006]
skipping: [cluster-128-postgresql-worker-007]
skipping: [cluster-128-postgresql-worker-008]
skipping: [cluster-128-glusterfs-server-001]
skipping: [cluster-128-glusterfs-server-002]
skipping: [cluster-128-glusterfs-server-003]
skipping: [cluster-128-glusterfs-server-004]
skipping: [cluster-128-glusterfs-server-005]
skipping: [cluster-128-glusterfs-server-006]
skipping: [cluster-128-glusterfs-server-007]
skipping: [cluster-128-glusterfs-server-008]

TASK [cloud-instance : fail] *****************************************************************************************************************************************************
skipping: [cluster-128-slurm-worker-001]
skipping: [cluster-128-slurm-worker-002]
skipping: [cluster-128-slurm-worker-003]
skipping: [cluster-128-slurm-worker-005]
skipping: [cluster-128-slurm-worker-004]
skipping: [cluster-128-slurm-worker-006]
skipping: [cluster-128-slurm-worker-007]
skipping: [cluster-128-slurm-worker-008]
skipping: [cluster-128-slurm-worker-009]
skipping: [cluster-128-slurm-worker-010]
skipping: [cluster-128-slurm-worker-011]
skipping: [cluster-128-slurm-worker-012]
skipping: [cluster-128-slurm-worker-013]
skipping: [cluster-128-slurm-worker-014]
skipping: [cluster-128-slurm-worker-015]
skipping: [cluster-128-slurm-worker-017]
skipping: [cluster-128-slurm-worker-016]
skipping: [cluster-128-slurm-worker-018]
skipping: [cluster-128-slurm-worker-019]
skipping: [cluster-128-slurm-worker-020]
skipping: [cluster-128-slurm-worker-021]
skipping: [cluster-128-slurm-worker-022]
skipping: [cluster-128-slurm-worker-023]
skipping: [cluster-128-slurm-worker-024]
skipping: [cluster-128-slurm-worker-025]
skipping: [cluster-128-slurm-worker-026]
skipping: [cluster-128-slurm-worker-027]
skipping: [cluster-128-slurm-worker-028]
skipping: [cluster-128-slurm-worker-029]
skipping: [cluster-128-slurm-worker-030]
skipping: [cluster-128-slurm-worker-031]
skipping: [cluster-128-slurm-frontend-001]
skipping: [cluster-128-slurm-worker-032]
skipping: [cluster-128-ganglia-server-001]
skipping: [cluster-128-postgresql-master-001]
skipping: [cluster-128-postgresql-worker-001]
skipping: [cluster-128-postgresql-worker-002]
skipping: [cluster-128-postgresql-worker-003]
skipping: [cluster-128-postgresql-worker-004]
skipping: [cluster-128-postgresql-worker-005]
skipping: [cluster-128-postgresql-worker-007]
skipping: [cluster-128-postgresql-worker-006]
skipping: [cluster-128-postgresql-worker-008]
skipping: [cluster-128-glusterfs-server-001]
skipping: [cluster-128-glusterfs-server-002]
skipping: [cluster-128-glusterfs-server-003]
skipping: [cluster-128-glusterfs-server-004]
skipping: [cluster-128-glusterfs-server-005]
skipping: [cluster-128-glusterfs-server-006]
skipping: [cluster-128-glusterfs-server-007]
skipping: [cluster-128-glusterfs-server-008]

TASK [cloud-instance : Override default volume device name] **********************************************************************************************************************
skipping: [cluster-128-slurm-worker-001]
skipping: [cluster-128-slurm-worker-002]
skipping: [cluster-128-slurm-worker-003]
skipping: [cluster-128-slurm-worker-004]
skipping: [cluster-128-slurm-worker-005]
skipping: [cluster-128-slurm-worker-006]
skipping: [cluster-128-slurm-worker-007]
skipping: [cluster-128-slurm-worker-008]
skipping: [cluster-128-slurm-worker-009]
skipping: [cluster-128-slurm-worker-010]
skipping: [cluster-128-slurm-worker-011]
skipping: [cluster-128-slurm-worker-012]
skipping: [cluster-128-slurm-worker-013]
skipping: [cluster-128-slurm-worker-014]
skipping: [cluster-128-slurm-worker-015]
skipping: [cluster-128-slurm-worker-016]
skipping: [cluster-128-slurm-worker-017]
skipping: [cluster-128-slurm-worker-018]
skipping: [cluster-128-slurm-worker-019]
skipping: [cluster-128-slurm-worker-020]
skipping: [cluster-128-slurm-worker-021]
skipping: [cluster-128-slurm-worker-022]
skipping: [cluster-128-slurm-worker-023]
skipping: [cluster-128-slurm-worker-024]
skipping: [cluster-128-slurm-worker-025]
skipping: [cluster-128-slurm-worker-026]
skipping: [cluster-128-slurm-worker-027]
skipping: [cluster-128-slurm-worker-028]
skipping: [cluster-128-slurm-worker-029]
skipping: [cluster-128-slurm-worker-030]
skipping: [cluster-128-slurm-worker-031]
skipping: [cluster-128-slurm-worker-032]
skipping: [cluster-128-slurm-frontend-001]
skipping: [cluster-128-ganglia-server-001]
skipping: [cluster-128-postgresql-master-001]
skipping: [cluster-128-postgresql-worker-001]
skipping: [cluster-128-postgresql-worker-002]
skipping: [cluster-128-postgresql-worker-003]
skipping: [cluster-128-postgresql-worker-004]
skipping: [cluster-128-postgresql-worker-005]
skipping: [cluster-128-postgresql-worker-006]
skipping: [cluster-128-postgresql-worker-007]
skipping: [cluster-128-postgresql-worker-008]
skipping: [cluster-128-glusterfs-server-001]
skipping: [cluster-128-glusterfs-server-002]
skipping: [cluster-128-glusterfs-server-003]
skipping: [cluster-128-glusterfs-server-004]
skipping: [cluster-128-glusterfs-server-005]
skipping: [cluster-128-glusterfs-server-006]
skipping: [cluster-128-glusterfs-server-007]
skipping: [cluster-128-glusterfs-server-008]

TASK [cloud-instance : Format attached storage volume] ***************************************************************************************************************************
skipping: [cluster-128-slurm-worker-001]
skipping: [cluster-128-slurm-worker-002]
skipping: [cluster-128-slurm-worker-003]
skipping: [cluster-128-slurm-worker-004]
skipping: [cluster-128-slurm-worker-005]
skipping: [cluster-128-slurm-worker-006]
skipping: [cluster-128-slurm-worker-007]
